tag,count
2009-01-26 15:11~15:20,2
2009-01-26 15:21~15:30,4
2009-01-26 15:31~15:40,4
2009-01-26 15:41~15:50,6
2009-01-26 15:51~15:59,5
2009-01-26 16:00~16:10,1
2009-01-26 16:11~16:20,3
2009-01-26 16:21~16:30,1
2009-01-26 16:41~16:50,3
2009-01-26 16:51~16:59,2
2009-01-26 17:00~17:10,2
2009-01-26 17:11~17:20,2
2009-01-26 17:21~17:30,4
2009-01-26 17:31~17:40,3
2009-01-26 17:41~17:50,3
2009-01-26 17:51~17:59,2
2009-01-26 18:00~18:10,4
2009-01-26 18:11~18:20,4
2009-01-26 18:21~18:30,1
2009-01-26 18:41~18:50,3
2009-01-26 18:51~18:59,3
2009-01-26 19:00~19:10,3
2009-01-26 19:11~19:20,7
2009-01-26 19:21~19:30,3
2009-01-26 19:31~19:40,4
2009-01-26 19:41~19:50,2
2009-01-26 19:51~19:59,2
2009-01-26 20:00~20:10,5
2009-01-26 20:11~20:20,3
2009-01-26 20:21~20:30,3
2009-01-26 20:31~20:40,5
2009-01-26 20:41~20:50,3
2009-01-26 20:51~20:59,2
2009-01-26 21:00~21:10,2
2009-01-26 21:11~21:20,3
2009-01-26 21:21~21:30,2
2009-01-26 21:31~21:40,1
2009-01-26 21:41~21:50,2
2009-01-26 21:51~21:59,2
2009-01-26 22:11~22:20,2
2009-01-26 22:21~22:30,1
2009-01-26 22:41~22:50,2
2009-01-26 22:51~22:59,2
2009-01-26 23:00~23:10,1
2009-01-26 23:11~23:20,2
2009-01-27 00:00~00:10,1
2009-01-27 00:11~00:20,1
2009-01-27 00:21~00:30,1
2009-01-27 01:31~01:40,1
2009-01-27 05:51~05:59,1
2009-01-27 06:31~06:40,1
2009-01-27 07:00~07:10,1
2009-01-27 07:11~07:20,1
2009-01-27 07:21~07:30,1
2009-01-27 07:41~07:50,1
2009-01-27 08:00~08:10,2
2009-01-27 08:11~08:20,3
2009-01-27 08:41~08:50,3
2009-01-27 08:51~08:59,1
2009-01-27 09:11~09:20,4
2009-01-27 09:31~09:40,3
2009-01-27 09:41~09:50,5
2009-01-27 09:51~09:59,2
2009-01-27 10:00~10:10,1
2009-01-27 10:11~10:20,5
2009-01-27 10:21~10:30,4
2009-01-27 10:31~10:40,6
2009-01-27 10:41~10:50,6
2009-01-27 10:51~10:59,3
2009-01-27 11:00~11:10,5
2009-01-27 11:11~11:20,3
2009-01-27 11:21~11:30,4
2009-01-27 11:41~11:50,5
2009-01-27 11:51~11:59,7
2009-01-27 12:00~12:10,5
2009-01-27 12:11~12:20,6
2009-01-27 12:21~12:30,5
2009-01-27 12:31~12:40,7
2009-01-27 12:41~12:50,5
2009-01-27 12:51~12:59,1
2009-01-27 13:00~13:10,6
2009-01-27 13:11~13:20,2
2009-01-27 13:21~13:30,5
2009-01-27 13:31~13:40,3
2009-01-27 13:41~13:50,5
2009-01-27 13:51~13:59,3
2009-01-27 14:00~14:10,4
2009-01-27 14:21~14:30,7
2009-01-27 14:31~14:40,3
2009-01-27 14:51~14:59,3
2009-01-27 15:00~15:10,9
2009-01-27 15:11~15:20,7
2009-01-27 15:21~15:30,10
2009-01-27 15:31~15:40,9
2009-01-27 15:41~15:50,3
2009-01-27 15:51~15:59,6
2009-01-27 16:11~16:20,6
2009-01-27 16:21~16:30,6
2009-01-27 16:31~16:40,6
2009-01-27 16:41~16:50,1
2009-01-27 16:51~16:59,2
2009-01-27 17:00~17:10,3
2009-01-27 17:11~17:20,4
2009-01-27 17:21~17:30,1
2009-01-27 17:31~17:40,1
2009-01-27 17:41~17:50,2
2009-01-27 17:51~17:59,1
2009-01-27 18:00~18:10,5
2009-01-27 18:11~18:20,4
2009-01-27 18:21~18:30,4
2009-01-27 18:31~18:40,3
2009-01-27 18:41~18:50,3
2009-01-27 18:51~18:59,4
2009-01-27 19:00~19:10,4
2009-01-27 19:11~19:20,3
2009-01-27 19:21~19:30,3
2009-01-27 19:31~19:40,3
2009-01-27 19:41~19:50,2
2009-01-27 19:51~19:59,10
2009-01-27 20:00~20:10,6
2009-01-27 20:11~20:20,3
2009-01-27 20:21~20:30,2
2009-01-27 20:31~20:40,3
2009-01-27 20:41~20:50,1
2009-01-27 20:51~20:59,5
2009-01-27 21:00~21:10,4
2009-01-27 21:11~21:20,2
2009-01-27 21:21~21:30,8
2009-01-27 21:31~21:40,3
2009-01-27 21:41~21:50,1
2009-01-27 21:51~21:59,1
2009-01-27 22:00~22:10,2
2009-01-27 22:11~22:20,3
2009-01-27 22:21~22:30,2
2009-01-27 22:41~22:50,1
2009-01-27 23:00~23:10,2
2009-01-27 23:11~23:20,1
2009-01-27 23:21~23:30,2
2009-01-28 00:21~00:30,1
2009-01-28 00:31~00:40,2
2009-01-28 00:51~00:59,1
2009-01-28 02:51~02:59,1
2009-01-28 06:41~06:50,2
2009-01-28 07:41~07:50,1
2009-01-28 08:00~08:10,3
2009-01-28 08:41~08:50,1
2009-01-28 08:51~08:59,3
2009-01-28 09:00~09:10,1
2009-01-28 09:21~09:30,2
2009-01-28 09:31~09:40,3
2009-01-28 09:41~09:50,6
2009-01-28 09:51~09:59,3
2009-01-28 10:00~10:10,6
2009-01-28 10:11~10:20,2
2009-01-28 10:21~10:30,5
2009-01-28 10:31~10:40,5
2009-01-28 10:41~10:50,7
2009-01-28 10:51~10:59,8
2009-01-28 11:00~11:10,15
2009-01-28 11:11~11:20,4
2009-01-28 11:21~11:30,6
2009-01-28 11:31~11:40,11
2009-01-28 11:41~11:50,5
2009-01-28 11:51~11:59,5
2009-01-28 12:00~12:10,4
2009-01-28 12:11~12:20,1
2009-01-28 12:21~12:30,6
2009-01-28 12:31~12:40,3
2009-01-28 12:41~12:50,5
2009-01-28 12:51~12:59,5
2009-01-28 13:00~13:10,4
2009-01-28 13:11~13:20,6
2009-01-28 13:21~13:30,7
2009-01-28 13:31~13:40,4
2009-01-28 13:41~13:50,2
2009-01-28 13:51~13:59,3
2009-01-28 14:00~14:10,6
2009-01-28 14:11~14:20,3
2009-01-28 14:21~14:30,6
2009-01-28 14:31~14:40,6
2009-01-28 14:41~14:50,5
2009-01-28 14:51~14:59,6
2009-01-28 15:00~15:10,6
2009-01-28 15:11~15:20,4
2009-01-28 15:21~15:30,5
2009-01-28 15:31~15:40,2
2009-01-28 15:41~15:50,1
2009-01-28 15:51~15:59,2
2009-01-28 16:00~16:10,2
2009-01-28 16:11~16:20,4
2009-01-28 16:21~16:30,5
2009-01-28 16:31~16:40,2
2009-01-28 16:41~16:50,3
2009-01-28 17:00~17:10,2
2009-01-28 17:11~17:20,2
2009-01-28 17:21~17:30,2
2009-01-28 17:31~17:40,1
2009-01-28 17:41~17:50,3
2009-01-28 17:51~17:59,5
2009-01-28 18:00~18:10,4
2009-01-28 18:11~18:20,2
2009-01-28 18:21~18:30,4
2009-01-28 18:31~18:40,4
2009-01-28 18:41~18:50,7
2009-01-28 18:51~18:59,6
2009-01-28 19:00~19:10,3
2009-01-28 19:11~19:20,5
2009-01-28 19:21~19:30,6
2009-01-28 19:31~19:40,4
2009-01-28 19:41~19:50,3
2009-01-28 19:51~19:59,2
2009-01-28 20:00~20:10,4
2009-01-28 20:11~20:20,3
2009-01-28 20:21~20:30,3
2009-01-28 20:31~20:40,4
2009-01-28 20:41~20:50,2
2009-01-28 20:51~20:59,2
2009-01-28 21:00~21:10,3
2009-01-28 21:11~21:20,3
2009-01-28 21:21~21:30,4
2009-01-28 21:31~21:40,2
2009-01-28 21:41~21:50,3
2009-01-28 21:51~21:59,1
2009-01-28 22:00~22:10,1
2009-01-28 22:11~22:20,2
2009-01-28 22:21~22:30,4
2009-01-28 22:31~22:40,3
2009-01-28 22:41~22:50,1
2009-01-28 22:51~22:59,1
2009-01-28 23:00~23:10,1
2009-01-28 23:11~23:20,4
2009-01-28 23:21~23:30,1
2009-01-28 23:31~23:40,3
2009-01-28 23:41~23:50,1
2009-01-28 23:51~23:59,2
2009-01-29 00:00~00:10,1
2009-01-29 00:11~00:20,3
2009-01-29 00:21~00:30,2
2009-01-29 00:31~00:40,1
2009-01-29 00:41~00:50,1
2009-01-29 01:00~01:10,1
2009-01-29 01:21~01:30,1
2009-01-29 01:31~01:40,1
2009-01-29 07:11~07:20,1
2009-01-29 07:31~07:40,1
2009-01-29 07:51~07:59,1
2009-01-29 08:00~08:10,1
2009-01-29 08:11~08:20,6
2009-01-29 08:31~08:40,1
2009-01-29 08:51~08:59,2
2009-01-29 09:00~09:10,3
2009-01-29 09:11~09:20,1
2009-01-29 09:21~09:30,4
2009-01-29 09:31~09:40,1
2009-01-29 09:41~09:50,2
2009-01-29 09:51~09:59,3
2009-01-29 10:00~10:10,5
2009-01-29 10:11~10:20,4
2009-01-29 10:21~10:30,1
2009-01-29 10:31~10:40,2
2009-01-29 10:41~10:50,2
2009-01-29 10:51~10:59,2
2009-01-29 11:00~11:10,7
2009-01-29 11:11~11:20,2
2009-01-29 11:21~11:30,2
2009-01-29 11:31~11:40,4
2009-01-29 11:41~11:50,7
2009-01-29 11:51~11:59,6
2009-01-29 12:00~12:10,6
2009-01-29 12:11~12:20,6
2009-01-29 12:21~12:30,9
2009-01-29 12:31~12:40,3
2009-01-29 12:41~12:50,5
2009-01-29 12:51~12:59,4
2009-01-29 13:00~13:10,3
2009-01-29 13:11~13:20,2
2009-01-29 13:21~13:30,1
2009-01-29 13:31~13:40,3
2009-01-29 13:41~13:50,3
2009-01-29 13:51~13:59,4
2009-01-29 14:00~14:10,1
2009-01-29 14:21~14:30,3
2009-01-29 14:31~14:40,2
2009-01-29 14:41~14:50,2
2009-01-29 14:51~14:59,3
2009-01-29 15:00~15:10,7
2009-01-29 15:11~15:20,7
2009-01-29 15:21~15:30,2
2009-01-29 15:31~15:40,8
2009-01-29 15:41~15:50,2
2009-01-29 15:51~15:59,5
2009-01-29 16:00~16:10,3
2009-01-29 16:11~16:20,2
2009-01-29 16:21~16:30,6
2009-01-29 16:31~16:40,4
2009-01-29 16:41~16:50,2
2009-01-29 16:51~16:59,3
2009-01-29 17:00~17:10,5
2009-01-29 17:11~17:20,1
2009-01-29 17:21~17:30,4
2009-01-29 17:31~17:40,3
2009-01-29 17:41~17:50,4
2009-01-29 18:00~18:10,4
2009-01-29 18:11~18:20,1
2009-01-29 18:21~18:30,5
2009-01-29 18:31~18:40,2
2009-01-29 18:41~18:50,3
2009-01-29 18:51~18:59,2
2009-01-29 19:00~19:10,4
2009-01-29 19:11~19:20,4
2009-01-29 19:21~19:30,5
2009-01-29 19:31~19:40,5
2009-01-29 19:41~19:50,3
2009-01-29 19:51~19:59,2
2009-01-29 20:00~20:10,4
2009-01-29 20:11~20:20,2
2009-01-29 20:21~20:30,6
2009-01-29 20:31~20:40,5
2009-01-29 20:41~20:50,4
2009-01-29 20:51~20:59,5
2009-01-29 21:00~21:10,1
2009-01-29 21:11~21:20,1
2009-01-29 21:21~21:30,3
2009-01-29 21:31~21:40,1
2009-01-29 21:51~21:59,4
2009-01-29 22:00~22:10,3
2009-01-29 22:11~22:20,4
2009-01-29 22:21~22:30,5
2009-01-29 22:31~22:40,5
2009-01-29 22:41~22:50,3
2009-01-29 22:51~22:59,2
2009-01-29 23:00~23:10,1
2009-01-29 23:11~23:20,4
2009-01-29 23:21~23:30,1
2009-01-29 23:31~23:40,1
2009-01-29 23:51~23:59,1
2009-01-30 00:00~00:10,2
2009-01-30 00:11~00:20,1
2009-01-30 00:31~00:40,1
2009-01-30 01:31~01:40,1
2009-01-30 03:31~03:40,2
2009-01-30 04:31~04:40,1
2009-01-30 05:41~05:50,1
2009-01-30 06:00~06:10,2
2009-01-30 06:51~06:59,1
2009-01-30 07:00~07:10,1
2009-01-30 07:11~07:20,1
2009-01-30 07:21~07:30,1
2009-01-30 07:31~07:40,2
2009-01-30 08:00~08:10,2
2009-01-30 08:11~08:20,1
2009-01-30 08:31~08:40,2
2009-01-30 08:51~08:59,4
2009-01-30 09:00~09:10,2
2009-01-30 09:11~09:20,2
2009-01-30 09:21~09:30,1
2009-01-30 09:41~09:50,1
2009-01-30 09:51~09:59,6
2009-01-30 10:00~10:10,3
2009-01-30 10:11~10:20,5
2009-01-30 10:21~10:30,5
2009-01-30 10:31~10:40,4
2009-01-30 10:41~10:50,8
2009-01-30 10:51~10:59,6
2009-01-30 11:00~11:10,5
2009-01-30 11:11~11:20,3
2009-01-30 11:21~11:30,6
2009-01-30 11:31~11:40,3
2009-01-30 11:41~11:50,3
2009-01-30 11:51~11:59,2
2009-01-30 12:00~12:10,5
2009-01-30 12:11~12:20,4
2009-01-30 12:21~12:30,3
2009-01-30 12:31~12:40,3
2009-01-30 12:41~12:50,3
2009-01-30 12:51~12:59,5
2009-01-30 13:00~13:10,6
2009-01-30 13:11~13:20,7
2009-01-30 13:21~13:30,6
2009-01-30 13:31~13:40,6
2009-01-30 13:41~13:50,5
2009-01-30 13:51~13:59,5
2009-01-30 14:00~14:10,3
2009-01-30 14:11~14:20,2
2009-01-30 14:21~14:30,8
2009-01-30 14:31~14:40,3
2009-01-30 14:41~14:50,5
2009-01-30 14:51~14:59,7
2009-01-30 15:00~15:10,5
2009-01-30 15:11~15:20,6
2009-01-30 15:21~15:30,6
2009-01-30 15:31~15:40,8
2009-01-30 15:41~15:50,9
2009-01-30 15:51~15:59,3
2009-01-30 16:00~16:10,5
2009-01-30 16:11~16:20,1
2009-01-30 16:21~16:30,1
2009-01-30 16:31~16:40,4
2009-01-30 16:41~16:50,5
2009-01-30 16:51~16:59,2
2009-01-30 17:00~17:10,2
2009-01-30 17:11~17:20,1
2009-01-30 17:21~17:30,2
2009-01-30 17:31~17:40,3
2009-01-30 17:41~17:50,2
2009-01-30 17:51~17:59,6
2009-01-30 18:11~18:20,4
2009-01-30 18:21~18:30,1
2009-01-30 18:31~18:40,3
2009-01-30 18:41~18:50,4
2009-01-30 18:51~18:59,2
2009-01-30 19:00~19:10,6
2009-01-30 19:11~19:20,8
2009-01-30 19:21~19:30,9
2009-01-30 19:31~19:40,9
2009-01-30 19:41~19:50,8
2009-01-30 19:51~19:59,3
2009-01-30 20:00~20:10,2
2009-01-30 20:11~20:20,1
2009-01-30 20:21~20:30,6
2009-01-30 20:31~20:40,4
2009-01-30 20:41~20:50,6
2009-01-30 21:00~21:10,3
2009-01-30 21:11~21:20,2
2009-01-30 21:31~21:40,7
2009-01-30 21:41~21:50,2
2009-01-30 21:51~21:59,1
2009-01-30 22:11~22:20,3
2009-01-30 22:21~22:30,1
2009-01-30 22:41~22:50,2
2009-01-30 22:51~22:59,4
2009-01-30 23:00~23:10,1
2009-01-30 23:11~23:20,2
2009-01-30 23:21~23:30,3
2009-01-30 23:31~23:40,1
2009-01-30 23:41~23:50,2
2009-01-30 23:51~23:59,1
2009-01-31 00:00~00:10,4
2009-01-31 00:41~00:50,1
2009-01-31 00:51~00:59,1
2009-01-31 01:21~01:30,2
2009-01-31 01:31~01:40,1
2009-01-31 01:51~01:59,4
2009-01-31 02:21~02:30,1
2009-01-31 03:51~03:59,1
2009-01-31 04:00~04:10,1
2009-01-31 04:11~04:20,1
2009-01-31 04:21~04:30,2
2009-01-31 05:51~05:59,1
2009-01-31 06:31~06:40,1
2009-01-31 07:41~07:50,2
2009-01-31 08:00~08:10,1
2009-01-31 08:11~08:20,1
2009-01-31 08:21~08:30,1
2009-01-31 08:51~08:59,3
2009-01-31 09:00~09:10,2
2009-01-31 09:11~09:20,3
2009-01-31 09:21~09:30,2
2009-01-31 09:31~09:40,6
2009-01-31 09:41~09:50,7
2009-01-31 09:51~09:59,7
2009-01-31 10:00~10:10,14
2009-01-31 10:11~10:20,9
2009-01-31 10:21~10:30,13
2009-01-31 10:31~10:40,11
2009-01-31 10:41~10:50,7
2009-01-31 10:51~10:59,14
2009-01-31 11:00~11:10,4
2009-01-31 11:11~11:20,7
2009-01-31 11:21~11:30,19
2009-01-31 11:31~11:40,9
2009-01-31 11:41~11:50,13
2009-01-31 11:51~11:59,13
2009-01-31 12:00~12:10,7
2009-01-31 12:11~12:20,14
2009-01-31 12:21~12:30,9
2009-01-31 12:31~12:40,16
2009-01-31 12:41~12:50,11
2009-01-31 12:51~12:59,10
2009-01-31 13:00~13:10,15
2009-01-31 13:11~13:20,13
2009-01-31 13:21~13:30,10
2009-01-31 13:31~13:40,15
2009-01-31 13:41~13:50,14
2009-01-31 13:51~13:59,12
2009-01-31 14:00~14:10,18
2009-01-31 14:11~14:20,14
2009-01-31 14:21~14:30,13
2009-01-31 14:31~14:40,14
2009-01-31 14:41~14:50,15
2009-01-31 14:51~14:59,16
2009-01-31 15:00~15:10,13
2009-01-31 15:11~15:20,13
2009-01-31 15:21~15:30,7
2009-01-31 15:31~15:40,7
2009-01-31 15:41~15:50,5
2009-01-31 15:51~15:59,6
2009-01-31 16:00~16:10,12
2009-01-31 16:11~16:20,10
2009-01-31 16:21~16:30,11
2009-01-31 16:31~16:40,6
2009-01-31 16:41~16:50,3
2009-01-31 16:51~16:59,2
2009-01-31 17:00~17:10,2
2009-01-31 17:11~17:20,1
2009-01-31 17:21~17:30,3
2009-01-31 17:31~17:40,3
2009-01-31 17:41~17:50,6
2009-01-31 17:51~17:59,5
2009-01-31 18:00~18:10,7
2009-01-31 18:11~18:20,4
2009-01-31 18:21~18:30,5
2009-01-31 18:31~18:40,7
2009-01-31 18:41~18:50,13
2009-01-31 18:51~18:59,9
2009-01-31 19:00~19:10,7
2009-01-31 19:11~19:20,3
2009-01-31 19:21~19:30,2
2009-01-31 19:31~19:40,5
2009-01-31 19:51~19:59,5
2009-01-31 20:00~20:10,8
2009-01-31 20:11~20:20,3
2009-01-31 20:21~20:30,2
2009-01-31 20:31~20:40,2
2009-01-31 20:51~20:59,2
2009-01-31 21:11~21:20,2
2009-01-31 21:21~21:30,1
2009-01-31 21:31~21:40,1
2009-01-31 21:51~21:59,1
2009-01-31 22:00~22:10,3
2009-01-31 22:11~22:20,1
2009-01-31 22:21~22:30,1
2009-01-31 22:31~22:40,1
2009-01-31 22:41~22:50,4
2009-01-31 22:51~22:59,1
2009-01-31 23:11~23:20,3
2009-01-31 23:21~23:30,1
2009-01-31 23:41~23:50,2
2009-01-31 23:51~23:59,1
2009-02-01 00:00~00:10,1
